date,nino12_sst,nino12_ssta,nino3_sst,nino3_ssta,nino34_sst,nino34_ssta,nino4_sst,nino4_ssta
2007-02-18,26.2,0.2,26.3,0.0,26.7,0.1,28.6,0.6
2007-02-19,26.2,0.2,26.3,0.0,26.7,0.1,28.6,0.6
2007-02-20,26.2,0.2,26.3,0.0,26.7,0.1,28.6,0.6
2007-02-21,26.6,0.3,26.4,0.1,26.6,0.1,28.6,0.5
2007-02-22,26.6,0.3,26.4,0.1,26.6,0.1,28.6,0.5
2007-02-23,26.6,0.3,26.4,0.1,26.6,0.1,28.6,0.5
2007-02-24,26.6,0.3,26.4,0.1,26.6,0.1,28.6,0.5
2007-02-25,26.6,0.3,26.4,0.1,26.6,0.1,28.6,0.5
2007-02-26,26.6,0.3,26.4,0.1,26.6,0.1,28.6,0.5
2007-02-27,26.6,0.3,26.4,0.1,26.6,0.1,28.6,0.5
2007-02-28,26.2,0.2,26.1,0.7,26.7,0.2,28.6,0.5
2007-03-01,26.2,0.2,26.1,0.7,26.7,0.2,28.6,0.5
2007-03-02,26.2,0.2,26.1,0.7,26.7,0.2,28.6,0.5
2007-03-03,26.2,0.2,26.1,0.7,26.7,0.2,28.6,0.5
2007-03-04,26.2,0.2,26.1,0.7,26.7,0.2,28.6,0.5
2007-03-05,26.2,0.2,26.1,0.7,26.7,0.2,28.6,0.5
2007-03-06,26.2,0.2,26.1,0.7,26.7,0.2,28.6,0.5
2007-03-07,26.2,0.3,26.6,0.4,26.9,0.1,28.7,0.6
2007-03-08,26.2,0.3,26.6,0.4,26.9,0.1,28.7,0.6
2007-03-09,26.2,0.3,26.6,0.4,26.9,0.1,28.7,0.6
2007-03-10,26.2,0.3,26.6,0.4,26.9,0.1,28.7,0.6
2007-03-11,26.2,0.3,26.6,0.4,26.9,0.1,28.7,0.6
2007-03-12,26.2,0.3,26.6,0.4,26.9,0.1,28.7,0.6
2007-03-13,26.2,0.3,26.6,0.4,26.9,0.1,28.7,0.6
2007-03-14,26.4,0.2,27.2,0.1,27.1,0.0,28.5,0.3
2007-03-15,26.4,0.2,27.2,0.1,27.1,0.0,28.5,0.3
2007-03-16,26.4,0.2,27.2,0.1,27.1,0.0,28.5,0.3
2007-03-17,26.4,0.2,27.2,0.1,27.1,0.0,28.5,0.3
2007-03-18,26.4,0.2,27.2,0.1,27.1,0.0,28.5,0.3
2007-03-19,26.4,0.2,27.2,0.1,27.1,0.0,28.5,0.3
2007-03-20,26.4,0.2,27.2,0.1,27.1,0.0,28.5,0.3
2007-03-21,25.8,0.6,26.6,0.7,27.2,0.1,28.5,0.3
2007-03-22,25.8,0.6,26.6,0.7,27.2,0.1,28.5,0.3
2007-03-23,25.8,0.6,26.6,0.7,27.2,0.1,28.5,0.3
2007-03-24,25.8,0.6,26.6,0.7,27.2,0.1,28.5,0.3
2007-03-25,25.8,0.6,26.6,0.7,27.2,0.1,28.5,0.3
2007-03-26,25.8,0.6,26.6,0.7,27.2,0.1,28.5,0.3
2007-03-27,25.8,0.6,26.6,0.7,27.2,0.1,28.5,0.3
2007-03-28,25.7,0.6,26.4,1.0,27.2,0.3,28.7,0.4
2007-03-29,25.7,0.6,26.4,1.0,27.2,0.3,28.7,0.4
2007-03-30,25.7,0.6,26.4,1.0,27.2,0.3,28.7,0.4
2007-03-31,25.7,0.6,26.4,1.0,27.2,0.3,28.7,0.4
2007-04-01,25.7,0.6,26.4,1.0,27.2,0.3,28.7,0.4
2007-04-02,25.7,0.6,26.4,1.0,27.2,0.3,28.7,0.4
2007-04-03,25.7,0.6,26.4,1.0,27.2,0.3,28.7,0.4
2007-04-04,25.3,0.8,26.9,0.6,27.5,0.1,28.8,0.5
2007-04-05,25.3,0.8,26.9,0.6,27.5,0.1,28.8,0.5
2007-04-06,25.3,0.8,26.9,0.6,27.5,0.1,28.8,0.5
2007-04-07,25.3,0.8,26.9,0.6,27.5,0.1,28.8,0.5
2007-04-08,25.3,0.8,26.9,0.6,27.5,0.1,28.8,0.5
2007-04-09,25.3,0.8,26.9,0.6,27.5,0.1,28.8,0.5
2007-04-10,25.3,0.8,26.9,0.6,27.5,0.1,28.8,0.5
2007-04-11,25.3,0.5,27.6,0.0,27.9,0.2,28.7,0.3
2007-04-12,25.3,0.5,27.6,0.0,27.9,0.2,28.7,0.3
2007-04-13,25.3,0.5,27.6,0.0,27.9,0.2,28.7,0.3
2007-04-14,25.3,0.5,27.6,0.0,27.9,0.2,28.7,0.3
2007-04-15,25.3,0.5,27.6,0.0,27.9,0.2,28.7,0.3
2007-04-16,25.3,0.5,27.6,0.0,27.9,0.2,28.7,0.3
2007-04-17,25.3,0.5,27.6,0.0,27.9,0.2,28.7,0.3
2007-04-18,24.9,0.7,27.3,0.2,27.7,0.0,28.6,0.1
2007-04-19,24.9,0.7,27.3,0.2,27.7,0.0,28.6,0.1
2007-04-20,24.9,0.7,27.3,0.2,27.7,0.0,28.6,0.1
2007-04-21,24.9,0.7,27.3,0.2,27.7,0.0,28.6,0.1
2007-04-22,24.9,0.7,27.3,0.2,27.7,0.0,28.6,0.1
2007-04-23,24.9,0.7,27.3,0.2,27.7,0.0,28.6,0.1
2007-04-24,24.9,0.7,27.3,0.2,27.7,0.0,28.6,0.1
2007-04-25,24.4,0.9,27.1,0.4,27.6,0.3,28.5,0.1
2007-04-26,24.4,0.9,27.1,0.4,27.6,0.3,28.5,0.1
2007-04-27,24.4,0.9,27.1,0.4,27.6,0.3,28.5,0.1
2007-04-28,24.4,0.9,27.1,0.4,27.6,0.3,28.5,0.1
2007-04-29,24.4,0.9,27.1,0.4,27.6,0.3,28.5,0.1
2007-04-30,24.4,0.9,27.1,0.4,27.6,0.3,28.5,0.1
2007-05-01,24.4,0.9,27.1,0.4,27.6,0.3,28.5,0.1
2007-05-02,24.1,0.9,26.5,0.9,27.3,0.6,28.4,0.2
2007-05-03,24.1,0.9,26.5,0.9,27.3,0.6,28.4,0.2
2007-05-04,24.1,0.9,26.5,0.9,27.3,0.6,28.4,0.2
2007-05-05,24.1,0.9,26.5,0.9,27.3,0.6,28.4,0.2
2007-05-06,24.1,0.9,26.5,0.9,27.3,0.6,28.4,0.2
2007-05-07,24.1,0.9,26.5,0.9,27.3,0.6,28.4,0.2
2007-05-08,24.1,0.9,26.5,0.9,27.3,0.6,28.4,0.2
2007-05-09,23.7,1.0,26.3,1.0,27.2,0.7,28.5,0.3
2007-05-10,23.7,1.0,26.3,1.0,27.2,0.7,28.5,0.3
2007-05-11,23.7,1.0,26.3,1.0,27.2,0.7,28.5,0.3
2007-05-12,23.7,1.0,26.3,1.0,27.2,0.7,28.5,0.3
2007-05-13,23.7,1.0,26.3,1.0,27.2,0.7,28.5,0.3
2007-05-14,23.7,1.0,26.3,1.0,27.2,0.7,28.5,0.3
2007-05-15,23.7,1.0,26.3,1.0,27.2,0.7,28.5,0.3
2007-05-16,23.6,0.9,26.3,0.9,27.3,0.6,28.6,0.2
2007-05-17,23.6,0.9,26.3,0.9,27.3,0.6,28.6,0.2
2007-05-18,23.6,0.9,26.3,0.9,27.3,0.6,28.6,0.2
2007-05-19,23.6,0.9,26.3,0.9,27.3,0.6,28.6,0.2
2007-05-20,23.6,0.9,26.3,0.9,27.3,0.6,28.6,0.2
2007-05-21,23.6,0.9,26.3,0.9,27.3,0.6,28.6,0.2
2007-05-22,23.6,0.9,26.3,0.9,27.3,0.6,28.6,0.2
2007-05-23,23.0,1.2,26.4,0.7,27.6,0.3,28.8,0.0
2007-05-24,23.0,1.2,26.4,0.7,27.6,0.3,28.8,0.0
2007-05-25,23.0,1.2,26.4,0.7,27.6,0.3,28.8,0.0
2007-05-26,23.0,1.2,26.4,0.7,27.6,0.3,28.8,0.0
2007-05-27,23.0,1.2,26.4,0.7,27.6,0.3,28.8,0.0
2007-05-28,23.0,1.2,26.4,0.7,27.6,0.3,28.8,0.0
2007-05-29,23.0,1.2,26.4,0.7,27.6,0.3,28.8,0.0
2007-05-30,22.0,1.9,26.2,0.7,27.6,0.2,28.9,0.0
2007-05-31,22.0,1.9,26.2,0.7,27.6,0.2,28.9,0.0
2007-06-01,22.0,1.9,26.2,0.7,27.6,0.2,28.9,0.0
2007-06-02,22.0,1.9,26.2,0.7,27.6,0.2,28.9,0.0
2007-06-03,22.0,1.9,26.2,0.7,27.6,0.2,28.9,0.0
2007-06-04,22.0,1.9,26.2,0.7,27.6,0.2,28.9,0.0
2007-06-05,22.0,1.9,26.2,0.7,27.6,0.2,28.9,0.0
2007-06-06,21.8,1.8,26.0,0.7,27.5,0.2,28.8,0.1
2007-06-07,21.8,1.8,26.0,0.7,27.5,0.2,28.8,0.1
2007-06-08,21.8,1.8,26.0,0.7,27.5,0.2,28.8,0.1
2007-06-09,21.8,1.8,26.0,0.7,27.5,0.2,28.8,0.1
2007-06-10,21.8,1.8,26.0,0.7,27.5,0.2,28.8,0.1
2007-06-11,21.8,1.8,26.0,0.7,27.5,0.2,28.8,0.1
2007-06-12,21.8,1.8,26.0,0.7,27.5,0.2,28.8,0.1
2007-06-13,22.8,0.4,26.4,0.3,27.7,0.1,28.8,0.0
2007-06-14,22.8,0.4,26.4,0.3,27.7,0.1,28.8,0.0
2007-06-15,22.8,0.4,26.4,0.3,27.7,0.1,28.8,0.0
2007-06-16,22.8,0.4,26.4,0.3,27.7,0.1,28.8,0.0
2007-06-17,22.8,0.4,26.4,0.3,27.7,0.1,28.8,0.0
2007-06-18,22.8,0.4,26.4,0.3,27.7,0.1,28.8,0.0
2007-06-19,22.8,0.4,26.4,0.3,27.7,0.1,28.8,0.0
2007-06-20,22.8,0.2,26.2,0.3,27.5,0.1,28.7,0.2
2007-06-21,22.8,0.2,26.2,0.3,27.5,0.1,28.7,0.2
2007-06-22,22.8,0.2,26.2,0.3,27.5,0.1,28.7,0.2
2007-06-23,22.8,0.2,26.2,0.3,27.5,0.1,28.7,0.2
2007-06-24,22.8,0.2,26.2,0.3,27.5,0.1,28.7,0.2
2007-06-25,22.8,0.2,26.2,0.3,27.5,0.1,28.7,0.2
2007-06-26,22.8,0.2,26.2,0.3,27.5,0.1,28.7,0.2
2007-06-27,21.9,0.7,25.8,0.5,27.3,0.2,28.5,0.3
2007-06-28,21.9,0.7,25.8,0.5,27.3,0.2,28.5,0.3
2007-06-29,21.9,0.7,25.8,0.5,27.3,0.2,28.5,0.3
2007-06-30,21.9,0.7,25.8,0.5,27.3,0.2,28.5,0.3
2007-07-01,21.9,0.7,25.8,0.5,27.3,0.2,28.5,0.3
2007-07-02,21.9,0.7,25.8,0.5,27.3,0.2,28.5,0.3
2007-07-03,21.9,0.7,25.8,0.5,27.3,0.2,28.5,0.3
2007-07-04,22.0,0.3,25.6,0.5,26.9,0.6,28.3,0.5
2007-07-05,22.0,0.3,25.6,0.5,26.9,0.6,28.3,0.5
2007-07-06,22.0,0.3,25.6,0.5,26.9,0.6,28.3,0.5
2007-07-07,22.0,0.3,25.6,0.5,26.9,0.6,28.3,0.5
2007-07-08,22.0,0.3,25.6,0.5,26.9,0.6,28.3,0.5
2007-07-09,22.0,0.3,25.6,0.5,26.9,0.6,28.3,0.5
2007-07-10,22.0,0.3,25.6,0.5,26.9,0.6,28.3,0.5
2007-07-11,21.2,0.8,25.2,0.7,26.8,0.6,28.4,0.3
2007-07-12,21.2,0.8,25.2,0.7,26.8,0.6,28.4,0.3
2007-07-13,21.2,0.8,25.2,0.7,26.8,0.6,28.4,0.3
2007-07-14,21.2,0.8,25.2,0.7,26.8,0.6,28.4,0.3
2007-07-15,21.2,0.8,25.2,0.7,26.8,0.6,28.4,0.3
2007-07-16,21.2,0.8,25.2,0.7,26.8,0.6,28.4,0.3
2007-07-17,21.2,0.8,25.2,0.7,26.8,0.6,28.4,0.3
2007-07-18,21.0,0.8,25.2,0.6,27.0,0.3,28.8,0.0
2007-07-19,21.0,0.8,25.2,0.6,27.0,0.3,28.8,0.0
2007-07-20,21.0,0.8,25.2,0.6,27.0,0.3,28.8,0.0
2007-07-21,21.0,0.8,25.2,0.6,27.0,0.3,28.8,0.0
2007-07-22,21.0,0.8,25.2,0.6,27.0,0.3,28.8,0.0
2007-07-23,21.0,0.8,25.2,0.6,27.0,0.3,28.8,0.0
2007-07-24,21.0,0.8,25.2,0.6,27.0,0.3,28.8,0.0
2007-07-25,20.9,0.6,24.8,0.7,26.8,0.4,28.6,0.1
2007-07-26,20.9,0.6,24.8,0.7,26.8,0.4,28.6,0.1
2007-07-27,20.9,0.6,24.8,0.7,26.8,0.4,28.6,0.1
2007-07-28,20.9,0.6,24.8,0.7,26.8,0.4,28.6,0.1
2007-07-29,20.9,0.6,24.8,0.7,26.8,0.4,28.6,0.1
2007-07-30,20.9,0.6,24.8,0.7,26.8,0.4,28.6,0.1
2007-07-31,20.9,0.6,24.8,0.7,26.8,0.4,28.6,0.1
2007-08-01,20.2,1.0,24.2,1.2,26.5,0.6,28.5,0.3
2007-08-02,20.2,1.0,24.2,1.2,26.5,0.6,28.5,0.3
2007-08-03,20.2,1.0,24.2,1.2,26.5,0.6,28.5,0.3
2007-08-04,20.2,1.0,24.2,1.2,26.5,0.6,28.5,0.3
2007-08-05,20.2,1.0,24.2,1.2,26.5,0.6,28.5,0.3
2007-08-06,20.2,1.0,24.2,1.2,26.5,0.6,28.5,0.3
2007-08-07,20.2,1.0,24.2,1.2,26.5,0.6,28.5,0.3
2007-08-08,20.0,1.1,24.1,1.1,26.3,0.6,28.5,0.2
2007-08-09,20.0,1.1,24.1,1.1,26.3,0.6,28.5,0.2
2007-08-10,20.0,1.1,24.1,1.1,26.3,0.6,28.5,0.2
2007-08-11,20.0,1.1,24.1,1.1,26.3,0.6,28.5,0.2
2007-08-12,20.0,1.1,24.1,1.1,26.3,0.6,28.5,0.2
2007-08-13,20.0,1.1,24.1,1.1,26.3,0.6,28.5,0.2
2007-08-14,20.0,1.1,24.1,1.1,26.3,0.6,28.5,0.2
2007-08-15,20.1,0.8,24.2,0.9,26.3,0.5,28.7,0.0
2007-08-16,20.1,0.8,24.2,0.9,26.3,0.5,28.7,0.0
2007-08-17,20.1,0.8,24.2,0.9,26.3,0.5,28.7,0.0
2007-08-18,20.1,0.8,24.2,0.9,26.3,0.5,28.7,0.0
2007-08-19,20.1,0.8,24.2,0.9,26.3,0.5,28.7,0.0
2007-08-20,20.1,0.8,24.2,0.9,26.3,0.5,28.7,0.0
2007-08-21,20.1,0.8,24.2,0.9,26.3,0.5,28.7,0.0
2007-08-22,20.0,0.8,24.0,1.0,26.1,0.6,28.5,0.2
2007-08-23,20.0,0.8,24.0,1.0,26.1,0.6,28.5,0.2
2007-08-24,20.0,0.8,24.0,1.0,26.1,0.6,28.5,0.2
2007-08-25,20.0,0.8,24.0,1.0,26.1,0.6,28.5,0.2
2007-08-26,20.0,0.8,24.0,1.0,26.1,0.6,28.5,0.2
2007-08-27,20.0,0.8,24.0,1.0,26.1,0.6,28.5,0.2
2007-08-28,20.0,0.8,24.0,1.0,26.1,0.6,28.5,0.2
2007-08-29,19.6,1.1,23.8,1.1,26.0,0.7,28.4,0.3
2007-08-30,19.6,1.1,23.8,1.1,26.0,0.7,28.4,0.3
2007-08-31,19.6,1.1,23.8,1.1,26.0,0.7,28.4,0.3
2007-09-01,19.6,1.1,23.8,1.1,26.0,0.7,28.4,0.3
2007-09-02,19.6,1.1,23.8,1.1,26.0,0.7,28.4,0.3
2007-09-03,19.6,1.1,23.8,1.1,26.0,0.7,28.4,0.3
2007-09-04,19.6,1.1,23.8,1.1,26.0,0.7,28.4,0.3
2007-09-05,20.3,0.4,24.0,0.9,25.9,0.7,28.3,0.3
2007-09-06,20.3,0.4,24.0,0.9,25.9,0.7,28.3,0.3
2007-09-07,20.3,0.4,24.0,0.9,25.9,0.7,28.3,0.3
2007-09-08,20.3,0.4,24.0,0.9,25.9,0.7,28.3,0.3
2007-09-09,20.3,0.4,24.0,0.9,25.9,0.7,28.3,0.3
2007-09-10,20.3,0.4,24.0,0.9,25.9,0.7,28.3,0.3
2007-09-11,20.3,0.4,24.0,0.9,25.9,0.7,28.3,0.3
2007-09-12,19.5,1.2,24.1,0.8,25.9,0.7,28.1,0.5
2007-09-13,19.5,1.2,24.1,0.8,25.9,0.7,28.1,0.5
2007-09-14,19.5,1.2,24.1,0.8,25.9,0.7,28.1,0.5
2007-09-15,19.5,1.2,24.1,0.8,25.9,0.7,28.1,0.5
2007-09-16,19.5,1.2,24.1,0.8,25.9,0.7,28.1,0.5
2007-09-17,19.5,1.2,24.1,0.8,25.9,0.7,28.1,0.5
2007-09-18,19.5,1.2,24.1,0.8,25.9,0.7,28.1,0.5
2007-09-19,19.4,1.3,23.9,1.0,25.9,0.8,28.1,0.6
2007-09-20,19.4,1.3,23.9,1.0,25.9,0.8,28.1,0.6
2007-09-21,19.4,1.3,23.9,1.0,25.9,0.8,28.1,0.6
2007-09-22,19.4,1.3,23.9,1.0,25.9,0.8,28.1,0.6
2007-09-23,19.4,1.3,23.9,1.0,25.9,0.8,28.1,0.6
2007-09-24,19.4,1.3,23.9,1.0,25.9,0.8,28.1,0.6
2007-09-25,19.4,1.3,23.9,1.0,25.9,0.8,28.1,0.6
2007-09-26,19.5,1.3,23.5,1.4,25.5,1.1,28.0,0.7
2007-09-27,19.5,1.3,23.5,1.4,25.5,1.1,28.0,0.7
2007-09-28,19.5,1.3,23.5,1.4,25.5,1.1,28.0,0.7
2007-09-29,19.5,1.3,23.5,1.4,25.5,1.1,28.0,0.7
2007-09-30,19.5,1.3,23.5,1.4,25.5,1.1,28.0,0.7
2007-10-01,19.5,1.3,23.5,1.4,25.5,1.1,28.0,0.7
2007-10-02,19.5,1.3,23.5,1.4,25.5,1.1,28.0,0.7
2007-10-03,19.4,1.4,23.2,1.8,25.2,1.5,27.9,0.8
2007-10-04,19.4,1.4,23.2,1.8,25.2,1.5,27.9,0.8
2007-10-05,19.4,1.4,23.2,1.8,25.2,1.5,27.9,0.8
2007-10-06,19.4,1.4,23.2,1.8,25.2,1.5,27.9,0.8
2007-10-07,19.4,1.4,23.2,1.8,25.2,1.5,27.9,0.8
2007-10-08,19.4,1.4,23.2,1.8,25.2,1.5,27.9,0.8
2007-10-09,19.4,1.4,23.2,1.8,25.2,1.5,27.9,0.8
2007-10-10,19.3,1.6,23.6,1.4,25.3,1.4,27.9,0.7
2007-10-11,19.3,1.6,23.6,1.4,25.3,1.4,27.9,0.7
2007-10-12,19.3,1.6,23.6,1.4,25.3,1.4,27.9,0.7
2007-10-13,19.3,1.6,23.6,1.4,25.3,1.4,27.9,0.7
2007-10-14,19.3,1.6,23.6,1.4,25.3,1.4,27.9,0.7
2007-10-15,19.3,1.6,23.6,1.4,25.3,1.4,27.9,0.7
2007-10-16,19.3,1.6,23.6,1.4,25.3,1.4,27.9,0.7
2007-10-17,19.3,1.7,23.8,1.2,25.5,1.2,28.1,0.5
2007-10-18,19.3,1.7,23.8,1.2,25.5,1.2,28.1,0.5
2007-10-19,19.3,1.7,23.8,1.2,25.5,1.2,28.1,0.5
2007-10-20,19.3,1.7,23.8,1.2,25.5,1.2,28.1,0.5
2007-10-21,19.3,1.7,23.8,1.2,25.5,1.2,28.1,0.5
2007-10-22,19.3,1.7,23.8,1.2,25.5,1.2,28.1,0.5
2007-10-23,19.3,1.7,23.8,1.2,25.5,1.2,28.1,0.5
2007-10-24,19.6,1.5,24.0,1.0,25.7,1.0,28.0,0.7
2007-10-25,19.6,1.5,24.0,1.0,25.7,1.0,28.0,0.7
2007-10-26,19.6,1.5,24.0,1.0,25.7,1.0,28.0,0.7
2007-10-27,19.6,1.5,24.0,1.0,25.7,1.0,28.0,0.7
2007-10-28,19.6,1.5,24.0,1.0,25.7,1.0,28.0,0.7
2007-10-29,19.6,1.5,24.0,1.0,25.7,1.0,28.0,0.7
2007-10-30,19.6,1.5,24.0,1.0,25.7,1.0,28.0,0.7
2007-10-31,19.5,1.8,23.6,1.5,25.5,1.2,27.9,0.8
2007-11-01,19.5,1.8,23.6,1.5,25.5,1.2,27.9,0.8
2007-11-02,19.5,1.8,23.6,1.5,25.5,1.2,27.9,0.8
2007-11-03,19.5,1.8,23.6,1.5,25.5,1.2,27.9,0.8
2007-11-04,19.5,1.8,23.6,1.5,25.5,1.2,27.9,0.8
2007-11-05,19.5,1.8,23.6,1.5,25.5,1.2,27.9,0.8
2007-11-06,19.5,1.8,23.6,1.5,25.5,1.2,27.9,0.8
2007-11-07,19.4,2.1,23.3,1.8,25.3,1.5,27.7,1.0
2007-11-08,19.4,2.1,23.3,1.8,25.3,1.5,27.7,1.0
2007-11-09,19.4,2.1,23.3,1.8,25.3,1.5,27.7,1.0
2007-11-10,19.4,2.1,23.3,1.8,25.3,1.5,27.7,1.0
2007-11-11,19.4,2.1,23.3,1.8,25.3,1.5,27.7,1.0
2007-11-12,19.4,2.1,23.3,1.8,25.3,1.5,27.7,1.0
2007-11-13,19.4,2.1,23.3,1.8,25.3,1.5,27.7,1.0
2007-11-14,19.6,2.1,23.5,1.6,25.3,1.5,27.5,1.2
2007-11-15,19.6,2.1,23.5,1.6,25.3,1.5,27.5,1.2
2007-11-16,19.6,2.1,23.5,1.6,25.3,1.5,27.5,1.2
2007-11-17,19.6,2.1,23.5,1.6,25.3,1.5,27.5,1.2
2007-11-18,19.6,2.1,23.5,1.6,25.3,1.5,27.5,1.2
2007-11-19,19.6,2.1,23.5,1.6,25.3,1.5,27.5,1.2
2007-11-20,19.6,2.1,23.5,1.6,25.3,1.5,27.5,1.2
2007-11-21,20.1,1.8,23.6,1.5,25.3,1.4,27.4,1.2
2007-11-22,20.1,1.8,23.6,1.5,25.3,1.4,27.4,1.2
2007-11-23,20.1,1.8,23.6,1.5,25.3,1.4,27.4,1.2
2007-11-24,20.1,1.8,23.6,1.5,25.3,1.4,27.4,1.2
2007-11-25,20.1,1.8,23.6,1.5,25.3,1.4,27.4,1.2
2007-11-26,20.1,1.8,23.6,1.5,25.3,1.4,27.4,1.2
2007-11-27,20.1,1.8,23.6,1.5,25.3,1.4,27.4,1.2
2007-11-28,20.7,1.5,23.8,1.3,25.4,1.3,27.3,1.3
2007-11-29,20.7,1.5,23.8,1.3,25.4,1.3,27.3,1.3
2007-11-30,20.7,1.5,23.8,1.3,25.4,1.3,27.3,1.3
2007-12-01,20.7,1.5,23.8,1.3,25.4,1.3,27.3,1.3
2007-12-02,20.7,1.5,23.8,1.3,25.4,1.3,27.3,1.3
2007-12-03,20.7,1.5,23.8,1.3,25.4,1.3,27.3,1.3
2007-12-04,20.7,1.5,23.8,1.3,25.4,1.3,27.3,1.3
2007-12-05,20.6,1.8,23.9,1.2,25.4,1.2,27.6,1.0
2007-12-06,20.6,1.8,23.9,1.2,25.4,1.2,27.6,1.0
2007-12-07,20.6,1.8,23.9,1.2,25.4,1.2,27.6,1.0
2007-12-08,20.6,1.8,23.9,1.2,25.4,1.2,27.6,1.0
2007-12-09,20.6,1.8,23.9,1.2,25.4,1.2,27.6,1.0
2007-12-10,20.6,1.8,23.9,1.2,25.4,1.2,27.6,1.0
2007-12-11,20.6,1.8,23.9,1.2,25.4,1.2,27.6,1.0
2007-12-12,20.6,2.1,23.6,1.5,25.3,1.3,27.7,0.8
2007-12-13,20.6,2.1,23.6,1.5,25.3,1.3,27.7,0.8
2007-12-14,20.6,2.1,23.6,1.5,25.3,1.3,27.7,0.8
2007-12-15,20.6,2.1,23.6,1.5,25.3,1.3,27.7,0.8
2007-12-16,20.6,2.1,23.6,1.5,25.3,1.3,27.7,0.8
2007-12-17,20.6,2.1,23.6,1.5,25.3,1.3,27.7,0.8
2007-12-18,20.6,2.1,23.6,1.5,25.3,1.3,27.7,0.8
2007-12-19,21.0,2.0,23.7,1.5,25.4,1.2,27.8,0.6
2007-12-20,21.0,2.0,23.7,1.5,25.4,1.2,27.8,0.6
2007-12-21,21.0,2.0,23.7,1.5,25.4,1.2,27.8,0.6
