date,month,year,temp_min,temp_avg,temp_max,dew_min,dew_avg,dew_max,hum_min,hum_avg,hum_max,wind_speed_min,wind_speed_avg,wind_speed_max,pressure_min,pressure_avg,pressure_max,precip
1,2,2012,17.22222222222222,8.277777777777779,0.0,6.111111111111111,-0.33333333333333415,-17.77777777777778,100,70.5,36,32.1868,11.26538,0.0,1009.14422,1005.75783,998.98505,0.0
2,2,2012,12.222222222222221,8.88888888888889,7.222222222222222,8.88888888888889,5.944444444444446,2.7777777777777777,93,81.9,66,46.67086,18.990212,1.60934,1002.3714400000001,998.98505,998.98505,0.0
3,2,2012,7.222222222222222,5.277777777777778,2.2222222222222223,6.111111111111111,-0.11111111111111072,-17.77777777777778,93,72.2,53,22.53076,11.748182,0.0,1012.53061,1009.14422,1005.75783,0.0
4,2,2012,8.88888888888889,5.944444444444446,2.2222222222222223,1.1111111111111112,-7.277777777777778,-17.77777777777778,93,44.9,22,40.2335,22.691694,9.65604,1019.30339,1015.917,1012.53061,0.0
5,2,2012,12.777777777777779,7.722222222222222,1.1111111111111112,6.111111111111111,-0.6666666666666663,-17.77777777777778,93,68.1,43,32.1868,19.473014,3.21868,1019.30339,1015.917,1012.53061,0.0
6,2,2012,16.11111111111111,12.833333333333334,11.11111111111111,10.0,-2.999999999999999,-17.77777777777778,88,49.1,29,38.62416,22.691694,11.26538,1015.917,1012.53061,1012.53061,0.0
7,2,2012,16.11111111111111,13.166666666666668,8.88888888888889,10.0,5.555555555555555,1.1111111111111112,82,61.5,39,37.01482,24.94477,8.0467,1012.53061,1009.14422,1005.75783,0.0
8,2,2012,12.222222222222221,7.777777777777778,3.888888888888889,3.888888888888889,1.3333333333333326,-2.7777777777777777,93,65.5,40,22.53076,11.104446000000001,0.0,1012.53061,1009.14422,1005.75783,0.0
9,2,2012,12.222222222222221,6.722222222222223,1.1111111111111112,5.0,1.3888888888888888,-17.77777777777778,93,76.2,51,20.92142,8.529501999999999,0.0,1015.917,1012.53061,1012.53061,0.0
10,2,2012,12.222222222222221,6.833333333333332,1.1111111111111112,6.111111111111111,3.611111111111111,1.1111111111111112,100,81.7,62,24.1401,12.391918,3.21868,1012.53061,1012.53061,1009.14422,0.0
11,2,2012,12.777777777777779,7.833333333333333,2.7777777777777777,7.777777777777778,3.8333333333333326,2.2222222222222223,93,76.5,58,28.96812,13.518456,1.60934,1009.14422,1005.75783,1005.75783,0.0
12,2,2012,12.777777777777779,7.5,2.7777777777777777,7.222222222222222,-0.6111111111111119,-17.77777777777778,93,72.4,25,14.48406,7.724831999999999,1.60934,1012.53061,1009.14422,1005.75783,0.0
13,2,2012,12.222222222222221,4.555555555555557,-2.2222222222222223,2.7777777777777777,-6.277777777777778,-17.77777777777778,93,74.8,38,20.92142,6.759228,0.0,1015.917,1012.53061,1012.53061,0.0
14,2,2012,12.777777777777779,6.111111111111111,-1.1111111111111112,3.888888888888889,-3.2222222222222228,-17.77777777777778,93,68.1,36,37.01482,17.380872,1.60934,1015.917,1012.53061,1009.14422,0.0
15,2,2012,13.88888888888889,7.722222222222222,2.2222222222222223,6.111111111111111,2.7222222222222214,-17.77777777777778,93,75.5,38,20.92142,9.65604,0.0,1015.917,1012.53061,1012.53061,0.0
16,2,2012,15.0,6.500000000000002,-17.77777777777778,5.0,-1.2222222222222219,-17.77777777777778,93,65.0,0,12.87472,5.9545580000000005,0.0,1012.53061,1012.53061,1009.14422,0.0
17,2,2012,16.11111111111111,9.055555555555554,3.888888888888889,7.222222222222222,3.888888888888889,2.2222222222222223,93,72.6,45,20.92142,10.299776000000001,0.0,1012.53061,1012.53061,1009.14422,0.0
18,2,2012,17.22222222222222,9.11111111111111,2.7777777777777777,10.0,5.833333333333333,1.1111111111111112,100,82.5,48,19.31208,6.9201619999999995,0.0,1012.53061,1009.14422,1009.14422,0.0
19,2,2012,16.11111111111111,9.611111111111109,3.888888888888889,10.0,6.944444444444445,2.7777777777777777,100,85.0,59,14.48406,5.63269,0.0,1012.53061,1012.53061,1009.14422,0.0
20,2,2012,16.11111111111111,9.722222222222221,3.888888888888889,8.88888888888889,6.888888888888888,3.888888888888889,100,84.0,55,19.31208,6.598293999999999,0.0,1012.53061,1012.53061,1012.53061,0.0
21,2,2012,13.88888888888889,9.055555555555554,5.0,7.222222222222222,4.500000000000001,2.2222222222222223,100,75.7,44,22.53076,6.759228,0.0,1015.917,1015.917,1012.53061,0.0
22,2,2012,13.88888888888889,7.666666666666665,2.7777777777777777,8.88888888888889,3.8333333333333326,1.1111111111111112,100,78.8,51,19.31208,9.495106,0.0,1019.30339,1015.917,1015.917,0.0
23,2,2012,16.11111111111111,8.38888888888889,1.1111111111111112,6.111111111111111,2.4444444444444438,-17.77777777777778,93,73.0,36,16.0934,7.24203,0.0,1019.30339,1015.917,1015.917,0.0
24,2,2012,17.77777777777778,10.111111111111112,3.888888888888889,7.222222222222222,3.7222222222222237,-17.77777777777778,93,70.8,30,19.31208,9.816974,0.0,1019.30339,1015.917,1012.53061,0.0
25,2,2012,18.88888888888889,10.333333333333334,2.2222222222222223,10.0,6.111111111111111,1.1111111111111112,100,77.3,46,22.53076,9.816974,0.0,1015.917,1012.53061,1012.53061,0.0
26,2,2012,21.11111111111111,12.5,6.111111111111111,7.777777777777778,3.444444444444446,-17.77777777777778,93,61.6,27,41.84284,20.11675,1.60934,1012.53061,1009.14422,1009.14422,0.0
