date,month,year,region,temp_min,temp_avg,temp_max,dew_min,dew_avg,dew_max,hum_min,hum_avg,hum_max,wind_speed_min,wind_speed_avg,wind_speed_max,pressure_min,pressure_avg,pressure_max,precip
18,8,2012,Sidi-Bel Abbes,32.22222222,28.5,25,26.11111111,23.44444444,18.88888889,94,75.2,49,25.74944,14.323126,0,1005.75783,1002.37144,1002.37144,0
19,8,2012,Sidi-Bel Abbes,31.11111111,27.94444444,26.11111111,26.11111111,24.94444444,22.77777778,94,84.4,74,27.35878,14.644994,0,1009.14422,1005.75783,1002.37144,0
20,8,2012,Sidi-Bel Abbes,31.11111111,27.88888889,25,26.11111111,24.33333333,22.77777778,89,82,70,27.35878,12.07005,0,1009.14422,1009.14422,1005.75783,0
21,8,2012,Sidi-Bel Abbes,31.11111111,27.44444444,23.88888889,25,24,22.77777778,94,82.6,70,25.74944,11.26538,0,1009.14422,1005.75783,1002.37144,0
22,8,2012,Sidi-Bel Abbes,32.77777778,27.11111111,22.22222222,26.11111111,23.72222222,21.11111111,100,83.2,55,25.74944,9.495106,0,1005.75783,1002.37144,1002.37144,0
23,8,2012,Sidi-Bel Abbes,35,27.72222222,21.11111111,23.88888889,20.72222222,16.11111111,100,68.8,34,22.53076,9.012304,0,1002.37144,1002.37144,1002.37144,0
24,8,2012,Sidi-Bel Abbes,37.22222222,29.05555556,18.88888889,17.22222222,13.33333333,11.11111111,73,41.6,21,28.96812,14.805928,0,1002.37144,1002.37144,998.98505,0
25,8,2012,Sidi-Bel Abbes,35,28.72222222,23.88888889,18.88888889,15.44444444,11.11111111,69,45.3,31,35.40548,21.565156,9.65604,1005.75783,1005.75783,1002.37144,0
26,8,2012,Sidi-Bel Abbes,36.11111111,27.66666667,22.22222222,23.88888889,19.72222222,16.11111111,89,64.2,37,33.79614,15.932466,3.21868,1005.75783,1005.75783,1005.75783,0
27,8,2012,Sidi-Bel Abbes,32.22222222,26.83333333,20,25,22.22222222,18.88888889,100,77.5,55,27.35878,11.26538,0,1009.14422,1005.75783,1005.75783,0
28,8,2012,Sidi-Bel Abbes,32.22222222,26.16666667,21.11111111,27.22222222,22.88888889,18.88888889,94,82.5,62,33.79614,12.713786,0,1005.75783,1005.75783,1005.75783,0
29,8,2012,Sidi-Bel Abbes,32.22222222,26.5,21.11111111,26.11111111,22.44444444,18.88888889,94,79.4,52,28.96812,11.426314,0,1009.14422,1005.75783,1005.75783,0
30,8,2012,Sidi-Bel Abbes,37.22222222,27.5,20,21.11111111,16.44444444,12.22222222,83,55.9,22,27.35878,11.748182,0,1005.75783,1005.75783,1002.37144,0
31,8,2012,Sidi-Bel Abbes,30,25.66666667,21.11111111,22.77777778,20.5,17.22222222,88,73.2,58,38.62416,15.771532,0,1009.14422,1009.14422,1005.75783,0
